ppm,val
-3.069252,0.000317
-3.068763,0.000325
-3.068274,0.000321
-3.067785,0.000319
-3.067296,0.000333
-3.066806,0.000344
-3.066317,0.000342
-3.065828,0.000323
-3.065339,0.000317
-3.064850,0.000324
-3.064360,0.000305
-3.063871,0.000312
-3.063382,0.000325
-3.062893,0.000318
-3.062404,0.000327
-3.061914,0.000323
-3.061425,0.000335
-3.060936,0.000322
-3.060447,0.000311
-3.059958,0.000307
-3.059468,0.000334
-3.058979,0.000332
-3.058490,0.000332
-3.058001,0.000342
-3.057512,0.000337
-3.057022,0.000339
-3.056533,0.000319
-3.056044,0.000317
-3.055555,0.000315
-3.055066,0.000329
-3.054576,0.000336
-3.054087,0.000325
-3.053598,0.000327
-3.053109,0.000334
-3.052620,0.000325
-3.052130,0.000326
-3.051641,0.000325
-3.051152,0.000322
-3.050663,0.000324
-3.050174,0.000324
-3.049684,0.000327
-3.049195,0.000333
-3.048706,0.000342
-3.048217,0.000327
-3.047728,0.000329
-3.047238,0.000324
-3.046749,0.000315
-3.046260,0.000325
-3.045771,0.000318
-3.045282,0.000314
-3.044792,0.000312
-3.044303,0.000319
-3.043814,0.000321
-3.043325,0.000318
-3.042836,0.000318
-3.042346,0.000336
-3.041857,0.000317
-3.041368,0.000322
-3.040879,0.000326
-3.040390,0.000327
-3.039900,0.000314
-3.039411,0.000306
-3.038922,0.000330
-3.038433,0.000328
-3.037944,0.000323
-3.037454,0.000316
-3.036965,0.000314
-3.036476,0.000326
-3.035987,0.000327
-3.035498,0.000321
-3.035008,0.000319
-3.034519,0.000323
-3.034030,0.000338
-3.033541,0.000333
-3.033052,0.000320
-3.032562,0.000312
-3.032073,0.000324
-3.031584,0.000326
-3.031095,0.000317
-3.030606,0.000321
-3.030116,0.000314
-3.029627,0.000307
-3.029138,0.000327
-3.028649,0.000323
-3.028160,0.000310
-3.027670,0.000315
-3.027181,0.000318
-3.026692,0.000312
-3.026203,0.000323
-3.025714,0.000325
-3.025224,0.000330
-3.024735,0.000341
-3.024246,0.000312
-3.023757,0.000312
-3.023268,0.000322
-3.022778,0.000323
-3.022289,0.000334
-3.021800,0.000315
-3.021311,0.000313
-3.020822,0.000329
-3.020332,0.000346
-3.019843,0.000339
-3.019354,0.000327
-3.018865,0.000333
-3.018376,0.000328
-3.017886,0.000318
-3.017397,0.000332
-3.016908,0.000324
-3.016419,0.000327
-3.015930,0.000344
-3.015440,0.000334
-3.014951,0.000325
-3.014462,0.000311
-3.013973,0.000327
-3.013484,0.000337
-3.012994,0.000344
-3.012505,0.000334
-3.012016,0.000319
-3.011527,0.000322
-3.011038,0.000319
-3.010548,0.000326
-3.010059,0.000320
-3.009570,0.000333
-3.009081,0.000320
-3.008592,0.000322
-3.008102,0.000331
-3.007613,0.000327
-3.007124,0.000319
-3.006635,0.000329
-3.006146,0.000325
-3.005656,0.000332
-3.005167,0.000337
-3.004678,0.000320
-3.004189,0.000335
-3.003700,0.000333
-3.003210,0.000332
-3.002721,0.000334
-3.002232,0.000333
-3.001743,0.000325
-3.001254,0.000341
-3.000764,0.000329
-3.000275,0.000327
-2.999786,0.000330
-2.999297,0.000336
-2.998808,0.000337
-2.998318,0.000329
-2.997829,0.000327
-2.997340,0.000322
-2.996851,0.000312
-2.996362,0.000326
-2.995872,0.000336
-2.995383,0.000346
-2.994894,0.000328
-2.994405,0.000331
-2.993916,0.000325
-2.993426,0.000320
-2.992937,0.000319
-2.992448,0.000322
-2.991959,0.000316
-2.991470,0.000307
-2.990980,0.000315
-2.990491,0.000311
-2.990002,0.000324
-2.989513,0.000331
-2.989024,0.000319
-2.988534,0.000316
-2.988045,0.000307
-2.987556,0.000304
-2.987067,0.000315
-2.986578,0.000323
-2.986088,0.000320
-2.985599,0.000321
-2.985110,0.000323
-2.984621,0.000325
-2.984132,0.000328
-2.983642,0.000316
-2.983153,0.000313
-2.982664,0.000307
-2.982175,0.000319
-2.981686,0.000322
-2.981196,0.000321
-2.980707,0.000320
-2.980218,0.000315
-2.979729,0.000312
-2.979240,0.000319
-2.978750,0.000319
-2.978261,0.000323
-2.977772,0.000332
-2.977283,0.000329
-2.976794,0.000333
-2.976304,0.000335
-2.975815,0.000320
-2.975326,0.000326
-2.974837,0.000320
-2.974348,0.000320
-2.973858,0.000330
-2.973369,0.000322
-2.972880,0.000308
-2.972391,0.000308
-2.971902,0.000312
-2.971412,0.000314
-2.970923,0.000332
-2.970434,0.000329
-2.969945,0.000325
-2.969456,0.000328
-2.968966,0.000315
-2.968477,0.000320
-2.967988,0.000324
-2.967499,0.000331
-2.967010,0.000325
-2.966520,0.000336
-2.966031,0.000324
-2.965542,0.000326
-2.965053,0.000319
-2.964564,0.000308
-2.964074,0.000332
-2.963585,0.000324
-2.963096,0.000311
-2.962607,0.000295
-2.962118,0.000313
-2.961628,0.000320
-2.961139,0.000315
-2.960650,0.000311
-2.960161,0.000312
-2.959672,0.000319
-2.959182,0.000316
-2.958693,0.000330
-2.958204,0.000339
-2.957715,0.000336
-2.957226,0.000337
-2.956736,0.000331
-2.956247,0.000314
-2.955758,0.000323
-2.955269,0.000330
-2.954780,0.000312
-2.954290,0.000331
-2.953801,0.000334
-2.953312,0.000317
-2.952823,0.000332
-2.952334,0.000333
-2.951844,0.000322
-2.951355,0.000327
-2.950866,0.000326
-2.950377,0.000315
-2.949888,0.000329
-2.949398,0.000316
-2.948909,0.000312
-2.948420,0.000315
-2.947931,0.000336
-2.947442,0.000328
-2.946952,0.000330
-2.946463,0.000336
-2.945974,0.000333
-2.945485,0.000335
-2.944996,0.000326
-2.944506,0.000320
-2.944017,0.000323
-2.943528,0.000332
-2.943039,0.000344
-2.942550,0.000313
-2.942060,0.000326
-2.941571,0.000327
-2.941082,0.000317
-2.940593,0.000317
-2.940104,0.000315
-2.939614,0.000302
-2.939125,0.000319
-2.938636,0.000320
-2.938147,0.000310
-2.937658,0.000321
-2.937168,0.000329
-2.936679,0.000320
-2.936190,0.000324
-2.935701,0.000326
-2.935212,0.000324
-2.934722,0.000335
-2.934233,0.000322
-2.933744,0.000319
-2.933255,0.000318
-2.932766,0.000317
-2.932276,0.000312
-2.931787,0.000312
-2.931298,0.000309
-2.930809,0.000334
-2.930320,0.000341
-2.929830,0.000316
-2.929341,0.000333
-2.928852,0.000333
-2.928363,0.000322
-2.927874,0.000325
-2.927384,0.000319
-2.926895,0.000316
-2.926406,0.000321
-2.925917,0.000316
-2.925428,0.000327
-2.924938,0.000331
-2.924449,0.000341
-2.923960,0.000309
-2.923471,0.000312
-2.922982,0.000313
-2.922492,0.000306
-2.922003,0.000304
-2.921514,0.000327
-2.921025,0.000322
-2.920536,0.000317
-2.920046,0.000330
-2.919557,0.000320
-2.919068,0.000320
-2.918579,0.000310
-2.918090,0.000327
-2.917600,0.000317
-2.917111,0.000321
-2.916622,0.000314
-2.916133,0.000320
-2.915644,0.000334
-2.915154,0.000324
-2.914665,0.000320
-2.914176,0.000318
-2.913687,0.000321
-2.913198,0.000302
-2.912708,0.000294
-2.912219,0.000323
-2.911730,0.000322
-2.911241,0.000330
-2.910752,0.000326
-2.910262,0.000322
-2.909773,0.000336
-2.909284,0.000324
-2.908795,0.000333
-2.908306,0.000339
-2.907816,0.000320
-2.907327,0.000312
-2.906838,0.000312
-2.906349,0.000315
-2.905860,0.000311
-2.905371,0.000323
-2.904881,0.000328
-2.904392,0.000326
-2.903903,0.000321
-2.903414,0.000323
-2.902925,0.000322
-2.902435,0.000307
-2.901946,0.000317
-2.901457,0.000324
-2.900968,0.000324
-2.900479,0.000319
-2.899989,0.000321
-2.899500,0.000313
-2.899011,0.000297
-2.898522,0.000312
-2.898033,0.000311
-2.897543,0.000312
-2.897054,0.000315
-2.896565,0.000313
-2.896076,0.000313
-2.895587,0.000325
-2.895097,0.000311
-2.894608,0.000304
-2.894119,0.000326
-2.893630,0.000328
-2.893141,0.000318
-2.892651,0.000310
-2.892162,0.000326
-2.891673,0.000327
-2.891184,0.000312
-2.890695,0.000314
-2.890205,0.000334
-2.889716,0.000326
-2.889227,0.000319
-2.888738,0.000319
-2.888249,0.000314
-2.887759,0.000321
-2.887270,0.000314
-2.886781,0.000322
-2.886292,0.000331
-2.885803,0.000334
-2.885313,0.000348
-2.884824,0.000341
-2.884335,0.000324
-2.883846,0.000306
-2.883357,0.000320
-2.882867,0.000320
-2.882378,0.000327
-2.881889,0.000328
-2.881400,0.000330
-2.880911,0.000336
-2.880421,0.000328
-2.879932,0.000321
-2.879443,0.000308
-2.878954,0.000324
-2.878465,0.000340
-2.877975,0.000329
-2.877486,0.000332
-2.876997,0.000325
-2.876508,0.000317
-2.876019,0.000327
-2.875529,0.000323
-2.875040,0.000320
-2.874551,0.000313
-2.874062,0.000325
-2.873573,0.000339
-2.873083,0.000338
-2.872594,0.000337
-2.872105,0.000334
-2.871616,0.000325
-2.871127,0.000325
-2.870637,0.000330
-2.870148,0.000331
-2.869659,0.000317
-2.869170,0.000304
-2.868681,0.000306
-2.868191,0.000308
-2.867702,0.000298
-2.867213,0.000302
-2.866724,0.000315
-2.866235,0.000320
-2.865745,0.000309
-2.865256,0.000322
-2.864767,0.000344
-2.864278,0.000330
-2.863789,0.000328
-2.863299,0.000325
-2.862810,0.000326
-2.862321,0.000329
-2.861832,0.000316
-2.861343,0.000334
-2.860853,0.000333
-2.860364,0.000330
-2.859875,0.000322
-2.859386,0.000333
-2.858897,0.000326
-2.858407,0.000326
-2.857918,0.000331
-2.857429,0.000319
-2.856940,0.000322
-2.856451,0.000314
-2.855961,0.000327
-2.855472,0.000318
-2.854983,0.000315
-2.854494,0.000315
-2.854005,0.000322
-2.853515,0.000332
-2.853026,0.000333
-2.852537,0.000321
-2.852048,0.000312
-2.851559,0.000313
-2.851069,0.000311
-2.850580,0.000317
-2.850091,0.000318
-2.849602,0.000310
-2.849113,0.000323
-2.848623,0.000326
-2.848134,0.000326
-2.847645,0.000318
-2.847156,0.000314
-2.846667,0.000314
-2.846177,0.000302
-2.845688,0.000319
-2.845199,0.000331
-2.844710,0.000334
-2.844221,0.000302
-2.843731,0.000298
-2.843242,0.000298
-2.842753,0.000312
-2.842264,0.000311
-2.841775,0.000330
-2.841285,0.000308
-2.840796,0.000315
-2.840307,0.000321
-2.839818,0.000330
-2.839329,0.000318
-2.838839,0.000330
-2.838350,0.000330
-2.837861,0.000329
-2.837372,0.000321
-2.836883,0.000334
-2.836393,0.000339
-2.835904,0.000310
-2.835415,0.000328
-2.834926,0.000337
-2.834437,0.000334
-2.833947,0.000332
-2.833458,0.000329
-2.832969,0.000326
-2.832480,0.000325
-2.831991,0.000323
-2.831501,0.000330
-2.831012,0.000336
-2.830523,0.000328
-2.830034,0.000324
-2.829545,0.000322
-2.829055,0.000320
-2.828566,0.000315
-2.828077,0.000315
-2.827588,0.000310
-2.827099,0.000314
-2.826609,0.000325
-2.826120,0.000332
-2.825631,0.000315
-2.825142,0.000313
-2.824653,0.000317
-2.824163,0.000338
-2.823674,0.000320
-2.823185,0.000326
-2.822696,0.000315
-2.822207,0.000322
-2.821717,0.000317
-2.821228,0.000314
-2.820739,0.000324
-2.820250,0.000319
-2.819761,0.000310
-2.819271,0.000305
-2.818782,0.000326
-2.818293,0.000315
-2.817804,0.000302
-2.817315,0.000304
-2.816825,0.000306
-2.816336,0.000328
-2.815847,0.000320
-2.815358,0.000335
-2.814869,0.000332
-2.814379,0.000311
-2.813890,0.000309
-2.813401,0.000318
-2.812912,0.000323
-2.812423,0.000317
-2.811933,0.000316
-2.811444,0.000306
-2.810955,0.000300
-2.810466,0.000311
-2.809977,0.000315
-2.809487,0.000311
-2.808998,0.000329
-2.808509,0.000312
-2.808020,0.000316
-2.807531,0.000313
-2.807041,0.000307
-2.806552,0.000314
-2.806063,0.000325
-2.805574,0.000325
-2.805085,0.000332
-2.804595,0.000320
-2.804106,0.000321
-2.803617,0.000318
-2.803128,0.000339
-2.802639,0.000340
-2.802149,0.000317
-2.801660,0.000313
-2.801171,0.000319
-2.800682,0.000316
-2.800193,0.000330
-2.799703,0.000322
-2.799214,0.000309
-2.798725,0.000317
-2.798236,0.000323
-2.797747,0.000324
-2.797257,0.000322
-2.796768,0.000321
-2.796279,0.000330
-2.795790,0.000343
-2.795301,0.000311
-2.794811,0.000309
-2.794322,0.000314
-2.793833,0.000313
-2.793344,0.000317
-2.792855,0.000323
-2.792365,0.000326
-2.791876,0.000304
-2.791387,0.000301
-2.790898,0.000309
-2.790409,0.000318
-2.789919,0.000344
-2.789430,0.000325
-2.788941,0.000337
-2.788452,0.000346
-2.787963,0.000315
-2.787473,0.000307
-2.786984,0.000309
-2.786495,0.000310
-2.786006,0.000325
-2.785517,0.000327
-2.785027,0.000317
-2.784538,0.000335
-2.784049,0.000333
-2.783560,0.000317
-2.783071,0.000319
-2.782581,0.000331
-2.782092,0.000317
-2.781603,0.000313
-2.781114,0.000319
-2.780625,0.000326
-2.780135,0.000314
-2.779646,0.000317
-2.779157,0.000309
-2.778668,0.000311
-2.778179,0.000310
-2.777689,0.000330
-2.777200,0.000326
-2.776711,0.000339
-2.776222,0.000316
-2.775733,0.000327
-2.775243,0.000323
-2.774754,0.000314
-2.774265,0.000322
-2.773776,0.000313
-2.773287,0.000339
-2.772797,0.000330
-2.772308,0.000315
-2.771819,0.000301
-2.771330,0.000319
-2.770841,0.000321
-2.770351,0.000311
-2.769862,0.000298
-2.769373,0.000327
-2.768884,0.000318
-2.768395,0.000329
-2.767905,0.000318
-2.767416,0.000312
-2.766927,0.000320
-2.766438,0.000323
-2.765949,0.000330
-2.765459,0.000310
-2.764970,0.000323
-2.764481,0.000329
-2.763992,0.000322
-2.763503,0.000316
-2.763013,0.000313
-2.762524,0.000310
-2.762035,0.000315
-2.761546,0.000309
-2.761057,0.000316
-2.760567,0.000327
-2.760078,0.000329
-2.759589,0.000314
-2.759100,0.000332
-2.758611,0.000317
-2.758121,0.000324
-2.757632,0.000307
-2.757143,0.000324
-2.756654,0.000323
-2.756165,0.000321
-2.755675,0.000325
-2.755186,0.000324
-2.754697,0.000318
-2.754208,0.000308
-2.753719,0.000313
-2.753229,0.000315
-2.752740,0.000320
-2.752251,0.000325
-2.751762,0.000314
-2.751273,0.000311
-2.750783,0.000321
-2.750294,0.000320
-2.749805,0.000319
-2.749316,0.000319
-2.748827,0.000310
-2.748337,0.000308
-2.747848,0.000317
-2.747359,0.000321
-2.746870,0.000321
-2.746381,0.000322
-2.745891,0.000331
-2.745402,0.000332
-2.744913,0.000337
-2.744424,0.000327
-2.743935,0.000316
-2.743445,0.000312
-2.742956,0.000320
-2.742467,0.000320
-2.741978,0.000311
-2.741489,0.000307
-2.740999,0.000331
-2.740510,0.000340
-2.740021,0.000330
-2.739532,0.000317
-2.739043,0.000316
-2.738553,0.000311
-2.738064,0.000328
-2.737575,0.000320
-2.737086,0.000307
-2.736597,0.000328
-2.736107,0.000327
-2.735618,0.000325
-2.735129,0.000323
-2.734640,0.000329
-2.734151,0.000314
-2.733661,0.000317
-2.733172,0.000335
-2.732683,0.000326
-2.732194,0.000327
-2.731705,0.000309
-2.731215,0.000308
-2.730726,0.000325
-2.730237,0.000330
-2.729748,0.000334
-2.729259,0.000319
-2.728769,0.000318
-2.728280,0.000323
-2.727791,0.000320
-2.727302,0.000309
-2.726813,0.000306
-2.726323,0.000310
-2.725834,0.000308
-2.725345,0.000302
-2.724856,0.000315
-2.724367,0.000318
-2.723877,0.000324
-2.723388,0.000327
-2.722899,0.000320
-2.722410,0.000316
-2.721921,0.000317
-2.721431,0.000319
-2.720942,0.000317
-2.720453,0.000311
-2.719964,0.000332
-2.719475,0.000325
-2.718985,0.000320
-2.718496,0.000329
-2.718007,0.000322
-2.717518,0.000315
-2.717029,0.000318
-2.716539,0.000331
-2.716050,0.000323
-2.715561,0.000313
-2.715072,0.000330
-2.714583,0.000322
-2.714093,0.000315
-2.713604,0.000303
-2.713115,0.000313
-2.712626,0.000331
-2.712137,0.000302
-2.711647,0.000311
-2.711158,0.000317
-2.710669,0.000308
-2.710180,0.000325
-2.709691,0.000313
-2.709201,0.000322
-2.708712,0.000318
-2.708223,0.000321
-2.707734,0.000320
-2.707245,0.000321
-2.706755,0.000320
-2.706266,0.000306
-2.705777,0.000320
-2.705288,0.000321
-2.704799,0.000328
-2.704309,0.000330
-2.703820,0.000332
-2.703331,0.000332
-2.702842,0.000309
-2.702353,0.000327
-2.701863,0.000329
-2.701374,0.000318
-2.700885,0.000321
-2.700396,0.000331
-2.699907,0.000322
-2.699417,0.000307
-2.698928,0.000308
-2.698439,0.000321
-2.697950,0.000314
-2.697461,0.000324
-2.696971,0.000315
-2.696482,0.000305
-2.695993,0.000322
-2.695504,0.000319
-2.695015,0.000309
-2.694525,0.000308
-2.694036,0.000317
-2.693547,0.000323
-2.693058,0.000323
-2.692569,0.000325
-2.692079,0.000315
-2.691590,0.000310
-2.691101,0.000321
-2.690612,0.000317
-2.690123,0.000306
-2.689633,0.000317
-2.689144,0.000331
-2.688655,0.000335
-2.688166,0.000319
-2.687677,0.000317
-2.687187,0.000317
-2.686698,0.000305
-2.686209,0.000308
-2.685720,0.000324
-2.685231,0.000314
-2.684741,0.000316
-2.684252,0.000324
-2.683763,0.000329
-2.683274,0.000321
-2.682785,0.000338
-2.682295,0.000322
-2.681806,0.000320
-2.681317,0.000322
-2.680828,0.000327
-2.680339,0.000317
-2.679849,0.000326
-2.679360,0.000335
-2.678871,0.000326
-2.678382,0.000322
-2.677893,0.000321
-2.677403,0.000327
-2.676914,0.000318
-2.676425,0.000325
-2.675936,0.000334
-2.675447,0.000325
-2.674957,0.000320
-2.674468,0.000326
-2.673979,0.000327
-2.673490,0.000330
-2.673001,0.000324
-2.672511,0.000343
-2.672022,0.000327
-2.671533,0.000319
-2.671044,0.000319
-2.670555,0.000326
-2.670065,0.000311
-2.669576,0.000322
-2.669087,0.000313
-2.668598,0.000314
-2.668109,0.000322
-2.667619,0.000309
-2.667130,0.000300
-2.666641,0.000309
-2.666152,0.000314
-2.665663,0.000304
-2.665173,0.000313
-2.664684,0.000321
-2.664195,0.000311
-2.663706,0.000319
-2.663217,0.000309
-2.662727,0.000309
-2.662238,0.000310
-2.661749,0.000316
-2.661260,0.000314
-2.660771,0.000322
-2.660281,0.000331
-2.659792,0.000333
-2.659303,0.000330
-2.658814,0.000326
-2.658325,0.000329
-2.657835,0.000327
-2.657346,0.000325
-2.656857,0.000330
-2.656368,0.000316
-2.655879,0.000314
-2.655389,0.000326
-2.654900,0.000326
