ppm,val
-1.510688,0.000028
-1.510291,0.000028
-1.509895,0.000036
-1.509498,0.000034
-1.509102,0.000016
-1.508706,0.000012
-1.508309,0.000039
-1.507913,0.000069
-1.507516,0.000063
-1.507120,0.000032
-1.506723,0.000015
-1.506327,0.000023
-1.505930,0.000031
-1.505534,0.000026
-1.505137,0.000018
-1.504741,0.000014
-1.504344,0.000008
-1.503948,-0.000002
-1.503552,-0.000004
-1.503155,0.000006
-1.502759,0.000012
-1.502362,0.000008
-1.501966,0.000007
-1.501569,0.000019
-1.501173,0.000033
-1.500776,0.000032
-1.500380,0.000023
-1.499983,0.000017
-1.499587,0.000012
-1.499191,-0.000004
-1.498794,-0.000025
-1.498398,-0.000035
-1.498001,-0.000031
-1.497605,-0.000022
-1.497208,-0.000017
-1.496812,-0.000018
-1.496415,-0.000020
-1.496019,-0.000022
-1.495622,-0.000024
-1.495226,-0.000030
-1.494829,-0.000043
-1.494433,-0.000056
-1.494037,-0.000057
-1.493640,-0.000050
-1.493244,-0.000054
-1.492847,-0.000071
-1.492451,-0.000081
-1.492054,-0.000065
-1.491658,-0.000037
-1.491261,-0.000023
-1.490865,-0.000027
-1.490468,-0.000033
-1.490072,-0.000033
-1.489675,-0.000034
-1.489279,-0.000041
-1.488883,-0.000044
-1.488486,-0.000043
-1.488090,-0.000047
-1.487693,-0.000053
-1.487297,-0.000050
-1.486900,-0.000035
-1.486504,-0.000020
-1.486107,-0.000015
-1.485711,-0.000017
-1.485314,-0.000019
-1.484918,-0.000020
-1.484522,-0.000018
-1.484125,-0.000012
-1.483729,-0.000015
-1.483332,-0.000040
-1.482936,-0.000076
-1.482539,-0.000092
-1.482143,-0.000076
-1.481746,-0.000048
-1.481350,-0.000035
-1.480953,-0.000039
-1.480557,-0.000048
-1.480160,-0.000057
-1.479764,-0.000069
-1.479368,-0.000077
-1.478971,-0.000073
-1.478575,-0.000071
-1.478178,-0.000082
-1.477782,-0.000100
-1.477385,-0.000105
-1.476989,-0.000094
-1.476592,-0.000088
-1.476196,-0.000097
-1.475799,-0.000111
-1.475403,-0.000119
-1.475007,-0.000117
-1.474610,-0.000101
-1.474214,-0.000075
-1.473817,-0.000052
-1.473421,-0.000051
-1.473024,-0.000069
-1.472628,-0.000089
-1.472231,-0.000103
-1.471835,-0.000118
-1.471438,-0.000133
-1.471042,-0.000130
-1.470645,-0.000106
-1.470249,-0.000086
-1.469853,-0.000089
-1.469456,-0.000101
-1.469060,-0.000104
-1.468663,-0.000102
-1.468267,-0.000113
-1.467870,-0.000131
-1.467474,-0.000138
-1.467077,-0.000130
-1.466681,-0.000125
-1.466284,-0.000136
-1.465888,-0.000153
-1.465491,-0.000164
-1.465095,-0.000166
-1.464699,-0.000164
-1.464302,-0.000165
-1.463906,-0.000170
-1.463509,-0.000172
-1.463113,-0.000159
-1.462716,-0.000131
-1.462320,-0.000110
-1.461923,-0.000114
-1.461527,-0.000130
-1.461130,-0.000131
-1.460734,-0.000115
-1.460338,-0.000106
-1.459941,-0.000120
-1.459545,-0.000143
-1.459148,-0.000153
-1.458752,-0.000149
-1.458355,-0.000142
-1.457959,-0.000138
-1.457562,-0.000138
-1.457166,-0.000148
-1.456769,-0.000164
-1.456373,-0.000172
-1.455976,-0.000166
-1.455580,-0.000159
-1.455184,-0.000164
-1.454787,-0.000175
-1.454391,-0.000176
-1.453994,-0.000169
-1.453598,-0.000165
-1.453201,-0.000169
-1.452805,-0.000172
-1.452408,-0.000169
-1.452012,-0.000160
-1.451615,-0.000153
-1.451219,-0.000150
-1.450823,-0.000151
-1.450426,-0.000151
-1.450030,-0.000149
-1.449633,-0.000152
-1.449237,-0.000168
-1.448840,-0.000182
-1.448444,-0.000175
-1.448047,-0.000151
-1.447651,-0.000140
-1.447254,-0.000156
-1.446858,-0.000178
-1.446461,-0.000178
-1.446065,-0.000164
-1.445669,-0.000162
-1.445272,-0.000172
-1.444876,-0.000176
-1.444479,-0.000172
-1.444083,-0.000174
-1.443686,-0.000178
-1.443290,-0.000170
-1.442893,-0.000155
-1.442497,-0.000161
-1.442100,-0.000188
-1.441704,-0.000205
-1.441307,-0.000193
-1.440911,-0.000175
-1.440515,-0.000176
-1.440118,-0.000187
-1.439722,-0.000191
-1.439325,-0.000194
-1.438929,-0.000207
-1.438532,-0.000214
-1.438136,-0.000194
-1.437739,-0.000164
-1.437343,-0.000154
-1.436946,-0.000168
-1.436550,-0.000177
-1.436154,-0.000173
-1.435757,-0.000179
-1.435361,-0.000203
-1.434964,-0.000216
-1.434568,-0.000196
-1.434171,-0.000160
-1.433775,-0.000141
-1.433378,-0.000143
-1.432982,-0.000147
-1.432585,-0.000147
-1.432189,-0.000151
-1.431792,-0.000164
-1.431396,-0.000178
-1.431000,-0.000187
-1.430603,-0.000194
-1.430207,-0.000201
-1.429810,-0.000209
-1.429414,-0.000212
-1.429017,-0.000205
-1.428621,-0.000188
-1.428224,-0.000172
-1.427828,-0.000170
-1.427431,-0.000174
-1.427035,-0.000170
-1.426639,-0.000155
-1.426242,-0.000150
-1.425846,-0.000167
-1.425449,-0.000193
-1.425053,-0.000205
-1.424656,-0.000208
-1.424260,-0.000218
-1.423863,-0.000233
-1.423467,-0.000232
-1.423070,-0.000209
-1.422674,-0.000189
-1.422277,-0.000189
-1.421881,-0.000203
-1.421485,-0.000214
-1.421088,-0.000212
-1.420692,-0.000199
-1.420295,-0.000178
-1.419899,-0.000162
-1.419502,-0.000169
-1.419106,-0.000197
-1.418709,-0.000222
-1.418313,-0.000224
-1.417916,-0.000214
-1.417520,-0.000210
-1.417123,-0.000212
-1.416727,-0.000207
-1.416331,-0.000194
-1.415934,-0.000191
-1.415538,-0.000203
-1.415141,-0.000215
-1.414745,-0.000215
-1.414348,-0.000208
-1.413952,-0.000204
-1.413555,-0.000205
-1.413159,-0.000210
-1.412762,-0.000219
-1.412366,-0.000222
-1.411970,-0.000209
-1.411573,-0.000180
-1.411177,-0.000160
-1.410780,-0.000165
-1.410384,-0.000188
-1.409987,-0.000212
-1.409591,-0.000229
-1.409194,-0.000241
-1.408798,-0.000244
-1.408401,-0.000232
-1.408005,-0.000216
-1.407608,-0.000213
-1.407212,-0.000220
-1.406816,-0.000218
-1.406419,-0.000202
-1.406023,-0.000196
-1.405626,-0.000214
-1.405230,-0.000242
-1.404833,-0.000252
-1.404437,-0.000238
-1.404040,-0.000218
-1.403644,-0.000205
-1.403247,-0.000202
-1.402851,-0.000212
-1.402455,-0.000231
-1.402058,-0.000244
-1.401662,-0.000236
-1.401265,-0.000217
-1.400869,-0.000210
-1.400472,-0.000222
-1.400076,-0.000237
-1.399679,-0.000230
-1.399283,-0.000205
-1.398886,-0.000182
-1.398490,-0.000178
-1.398093,-0.000190
-1.397697,-0.000202
-1.397301,-0.000204
-1.396904,-0.000205
-1.396508,-0.000218
-1.396111,-0.000240
-1.395715,-0.000248
-1.395318,-0.000224
-1.394922,-0.000181
-1.394525,-0.000152
-1.394129,-0.000158
-1.393732,-0.000190
-1.393336,-0.000226
-1.392939,-0.000251
-1.392543,-0.000259
-1.392147,-0.000251
-1.391750,-0.000235
-1.391354,-0.000226
-1.390957,-0.000231
-1.390561,-0.000242
-1.390164,-0.000251
-1.389768,-0.000256
-1.389371,-0.000254
-1.388975,-0.000239
-1.388578,-0.000215
-1.388182,-0.000198
-1.387786,-0.000201
-1.387389,-0.000215
-1.386993,-0.000228
-1.386596,-0.000235
-1.386200,-0.000236
-1.385803,-0.000228
-1.385407,-0.000215
-1.385010,-0.000213
-1.384614,-0.000233
-1.384217,-0.000253
-1.383821,-0.000243
-1.383424,-0.000212
-1.383028,-0.000196
-1.382632,-0.000214
-1.382235,-0.000238
-1.381839,-0.000239
-1.381442,-0.000220
-1.381046,-0.000204
-1.380649,-0.000200
-1.380253,-0.000199
-1.379856,-0.000200
-1.379460,-0.000207
-1.379063,-0.000218
-1.378667,-0.000223
-1.378270,-0.000219
-1.377874,-0.000214
-1.377478,-0.000212
-1.377081,-0.000208
-1.376685,-0.000200
-1.376288,-0.000197
-1.375892,-0.000206
-1.375495,-0.000227
-1.375099,-0.000247
-1.374702,-0.000258
-1.374306,-0.000259
-1.373909,-0.000255
-1.373513,-0.000253
-1.373117,-0.000259
-1.372720,-0.000270
-1.372324,-0.000279
-1.371927,-0.000282
-1.371531,-0.000278
-1.371134,-0.000270
-1.370738,-0.000258
-1.370341,-0.000244
-1.369945,-0.000233
-1.369548,-0.000233
-1.369152,-0.000245
-1.368755,-0.000260
-1.368359,-0.000264
-1.367963,-0.000259
-1.367566,-0.000254
-1.367170,-0.000253
-1.366773,-0.000242
-1.366377,-0.000215
-1.365980,-0.000191
-1.365584,-0.000199
-1.365187,-0.000240
-1.364791,-0.000282
-1.364394,-0.000290
-1.363998,-0.000264
-1.363602,-0.000229
-1.363205,-0.000208
-1.362809,-0.000203
-1.362412,-0.000208
-1.362016,-0.000218
-1.361619,-0.000233
-1.361223,-0.000252
-1.360826,-0.000267
-1.360430,-0.000273
-1.360033,-0.000267
-1.359637,-0.000256
-1.359240,-0.000247
-1.358844,-0.000240
-1.358448,-0.000232
-1.358051,-0.000223
-1.357655,-0.000220
-1.357258,-0.000219
-1.356862,-0.000212
-1.356465,-0.000202
-1.356069,-0.000208
-1.355672,-0.000236
-1.355276,-0.000259
-1.354879,-0.000250
-1.354483,-0.000214
-1.354086,-0.000188
-1.353690,-0.000192
-1.353294,-0.000213
-1.352897,-0.000227
-1.352501,-0.000227
-1.352104,-0.000219
-1.351708,-0.000215
-1.351311,-0.000219
-1.350915,-0.000231
-1.350518,-0.000247
-1.350122,-0.000261
-1.349725,-0.000270
-1.349329,-0.000273
-1.348933,-0.000267
-1.348536,-0.000255
-1.348140,-0.000249
-1.347743,-0.000259
-1.347347,-0.000271
-1.346950,-0.000263
-1.346554,-0.000241
-1.346157,-0.000233
-1.345761,-0.000253
-1.345364,-0.000275
-1.344968,-0.000271
-1.344571,-0.000249
-1.344175,-0.000237
-1.343779,-0.000244
-1.343382,-0.000253
-1.342986,-0.000255
-1.342589,-0.000252
-1.342193,-0.000247
-1.341796,-0.000235
-1.341400,-0.000224
-1.341003,-0.000227
-1.340607,-0.000235
-1.340210,-0.000229
-1.339814,-0.000215
-1.339418,-0.000222
-1.339021,-0.000256
-1.338625,-0.000282
-1.338228,-0.000276
-1.337832,-0.000260
-1.337435,-0.000271
-1.337039,-0.000300
-1.336642,-0.000305
-1.336246,-0.000277
-1.335849,-0.000254
-1.335453,-0.000260
-1.335056,-0.000275
-1.334660,-0.000270
-1.334264,-0.000251
-1.333867,-0.000243
-1.333471,-0.000251
-1.333074,-0.000262
-1.332678,-0.000265
-1.332281,-0.000260
-1.331885,-0.000248
-1.331488,-0.000228
-1.331092,-0.000208
-1.330695,-0.000203
-1.330299,-0.000213
-1.329902,-0.000220
-1.329506,-0.000215
-1.329110,-0.000203
-1.328713,-0.000197
-1.328317,-0.000202
-1.327920,-0.000215
-1.327524,-0.000228
-1.327127,-0.000238
-1.326731,-0.000244
-1.326334,-0.000247
-1.325938,-0.000248
-1.325541,-0.000247
-1.325145,-0.000253
-1.324749,-0.000271
-1.324352,-0.000290
-1.323956,-0.000281
-1.323559,-0.000243
-1.323163,-0.000213
-1.322766,-0.000227
-1.322370,-0.000267
-1.321973,-0.000280
-1.321577,-0.000254
-1.321180,-0.000230
-1.320784,-0.000237
-1.320387,-0.000255
-1.319991,-0.000251
-1.319595,-0.000237
-1.319198,-0.000240
-1.318802,-0.000250
-1.318405,-0.000240
-1.318009,-0.000216
-1.317612,-0.000215
-1.317216,-0.000242
-1.316819,-0.000258
-1.316423,-0.000238
-1.316026,-0.000215
-1.315630,-0.000226
-1.315234,-0.000256
-1.314837,-0.000268
-1.314441,-0.000251
-1.314044,-0.000236
-1.313648,-0.000240
-1.313251,-0.000246
-1.312855,-0.000238
-1.312458,-0.000225
-1.312062,-0.000233
-1.311665,-0.000258
-1.311269,-0.000273
-1.310872,-0.000259
-1.310476,-0.000237
-1.310080,-0.000235
-1.309683,-0.000250
-1.309287,-0.000254
-1.308890,-0.000233
-1.308494,-0.000210
-1.308097,-0.000208
-1.307701,-0.000222
-1.307304,-0.000231
-1.306908,-0.000234
-1.306511,-0.000245
-1.306115,-0.000260
-1.305718,-0.000261
-1.305322,-0.000250
-1.304926,-0.000247
-1.304529,-0.000256
-1.304133,-0.000257
-1.303736,-0.000242
-1.303340,-0.000233
-1.302943,-0.000241
-1.302547,-0.000249
-1.302150,-0.000245
-1.301754,-0.000243
-1.301357,-0.000257
-1.300961,-0.000266
-1.300565,-0.000251
-1.300168,-0.000231
-1.299772,-0.000235
-1.299375,-0.000258
-1.298979,-0.000270
-1.298582,-0.000263
-1.298186,-0.000258
-1.297789,-0.000260
-1.297393,-0.000253
-1.296996,-0.000227
-1.296600,-0.000203
-1.296203,-0.000194
-1.295807,-0.000199
-1.295411,-0.000211
-1.295014,-0.000233
-1.294618,-0.000254
-1.294221,-0.000259
-1.293825,-0.000253
-1.293428,-0.000256
-1.293032,-0.000270
-1.292635,-0.000270
-1.292239,-0.000245
-1.291842,-0.000222
-1.291446,-0.000222
-1.291050,-0.000235
-1.290653,-0.000237
-1.290257,-0.000231
-1.289860,-0.000229
-1.289464,-0.000228
-1.289067,-0.000218
-1.288671,-0.000211
-1.288274,-0.000219
-1.287878,-0.000232
-1.287481,-0.000227
-1.287085,-0.000207
-1.286688,-0.000197
-1.286292,-0.000206
-1.285896,-0.000216
-1.285499,-0.000214
-1.285103,-0.000206
-1.284706,-0.000206
-1.284310,-0.000218
-1.283913,-0.000236
-1.283517,-0.000258
-1.283120,-0.000275
-1.282724,-0.000276
-1.282327,-0.000257
-1.281931,-0.000228
-1.281534,-0.000202
-1.281138,-0.000188
-1.280742,-0.000184
-1.280345,-0.000187
-1.279949,-0.000192
-1.279552,-0.000201
-1.279156,-0.000218
-1.278759,-0.000239
-1.278363,-0.000255
-1.277966,-0.000258
-1.277570,-0.000250
-1.277173,-0.000239
-1.276777,-0.000227
-1.276381,-0.000215
-1.275984,-0.000210
-1.275588,-0.000219
-1.275191,-0.000229
-1.274795,-0.000229
-1.274398,-0.000221
-1.274002,-0.000214
-1.273605,-0.000206
-1.273209,-0.000191
-1.272812,-0.000178
-1.272416,-0.000177
-1.272019,-0.000188
-1.271623,-0.000195
-1.271227,-0.000195
-1.270830,-0.000197
-1.270434,-0.000204
-1.270037,-0.000208
-1.269641,-0.000209
-1.269244,-0.000217
-1.268848,-0.000232
-1.268451,-0.000241
-1.268055,-0.000238
-1.267658,-0.000239
-1.267262,-0.000255
-1.266866,-0.000272
-1.266469,-0.000273
-1.266073,-0.000261
-1.265676,-0.000252
-1.265280,-0.000250
-1.264883,-0.000248
-1.264487,-0.000246
-1.264090,-0.000253
-1.263694,-0.000269
-1.263297,-0.000281
-1.262901,-0.000285
-1.262504,-0.000281
-1.262108,-0.000269
-1.261712,-0.000249
-1.261315,-0.000233
-1.260919,-0.000237
-1.260522,-0.000260
-1.260126,-0.000273
-1.259729,-0.000258
-1.259333,-0.000232
-1.258936,-0.000227
-1.258540,-0.000243
-1.258143,-0.000256
-1.257747,-0.000250
-1.257350,-0.000241
-1.256954,-0.000248
-1.256558,-0.000266
-1.256161,-0.000278
-1.255765,-0.000281
-1.255368,-0.000285
-1.254972,-0.000289
-1.254575,-0.000276
-1.254179,-0.000249
-1.253782,-0.000228
-1.253386,-0.000224
-1.252989,-0.000226
-1.252593,-0.000224
-1.252197,-0.000225
-1.251800,-0.000237
-1.251404,-0.000246
-1.251007,-0.000242
-1.250611,-0.000232
-1.250214,-0.000230
-1.249818,-0.000235
-1.249421,-0.000244
-1.249025,-0.000262
-1.248628,-0.000289
-1.248232,-0.000301
-1.247835,-0.000282
-1.247439,-0.000254
-1.247043,-0.000250
-1.246646,-0.000261
-1.246250,-0.000253
-1.245853,-0.000225
-1.245457,-0.000214
-1.245060,-0.000233
-1.244664,-0.000253
-1.244267,-0.000252
-1.243871,-0.000248
-1.243474,-0.000259
-1.243078,-0.000268
-1.242682,-0.000261
-1.242285,-0.000258
-1.241889,-0.000279
-1.241492,-0.000300
-1.241096,-0.000291
-1.240699,-0.000267
-1.240303,-0.000264
-1.239906,-0.000282
-1.239510,-0.000291
-1.239113,-0.000286
-1.238717,-0.000286
-1.238320,-0.000292
-1.237924,-0.000283
-1.237528,-0.000254
-1.237131,-0.000230
-1.236735,-0.000225
-1.236338,-0.000228
-1.235942,-0.000230
-1.235545,-0.000241
-1.235149,-0.000261
-1.234752,-0.000272
-1.234356,-0.000259
-1.233959,-0.000241
-1.233563,-0.000240
-1.233166,-0.000257
-1.232770,-0.000276
-1.232374,-0.000283
-1.231977,-0.000274
-1.231581,-0.000253
-1.231184,-0.000233
-1.230788,-0.000225
-1.230391,-0.000224
-1.229995,-0.000216
-1.229598,-0.000211
-1.229202,-0.000227
-1.228805,-0.000258
-1.228409,-0.000273
-1.228013,-0.000257
-1.227616,-0.000230
-1.227220,-0.000220
-1.226823,-0.000229
-1.226427,-0.000246
-1.226030,-0.000269
-1.225634,-0.000290
-1.225237,-0.000292
-1.224841,-0.000268
-1.224444,-0.000244
-1.224048,-0.000243
-1.223651,-0.000257
-1.223255,-0.000258
-1.222859,-0.000243
-1.222462,-0.000235
-1.222066,-0.000250
-1.221669,-0.000278
-1.221273,-0.000296
-1.220876,-0.000294
-1.220480,-0.000280
-1.220083,-0.000264
-1.219687,-0.000254
-1.219290,-0.000256
-1.218894,-0.000270
-1.218498,-0.000290
-1.218101,-0.000300
-1.217705,-0.000284
-1.217308,-0.000248
-1.216912,-0.000223
-1.216515,-0.000234
-1.216119,-0.000260
-1.215722,-0.000262
-1.215326,-0.000243
-1.214929,-0.000241
-1.214533,-0.000270
-1.214136,-0.000284
-1.213740,-0.000250
-1.213344,-0.000196
-1.212947,-0.000178
-1.212551,-0.000203
-1.212154,-0.000236
-1.211758,-0.000253
-1.211361,-0.000260
-1.210965,-0.000261
-1.210568,-0.000253
-1.210172,-0.000242
-1.209775,-0.000243
-1.209379,-0.000249
-1.208982,-0.000239
-1.208586,-0.000217
-1.208190,-0.000209
-1.207793,-0.000225
-1.207397,-0.000242
-1.207000,-0.000243
-1.206604,-0.000239
-1.206207,-0.000239
-1.205811,-0.000235
-1.205414,-0.000222
-1.205018,-0.000215
-1.204621,-0.000218
-1.204225,-0.000219
-1.203829,-0.000209
-1.203432,-0.000205
-1.203036,-0.000221
-1.202639,-0.000238
-1.202243,-0.000235
-1.201846,-0.000224
-1.201450,-0.000234
-1.201053,-0.000263
-1.200657,-0.000280
-1.200260,-0.000267
-1.199864,-0.000241
-1.199467,-0.000225
-1.199071,-0.000223
-1.198675,-0.000222
-1.198278,-0.000218
-1.197882,-0.000215
-1.197485,-0.000218
-1.197089,-0.000228
-1.196692,-0.000239
-1.196296,-0.000242
-1.195899,-0.000237
-1.195503,-0.000233
-1.195106,-0.000238
-1.194710,-0.000244
-1.194313,-0.000241
-1.193917,-0.000233
-1.193521,-0.000234
-1.193124,-0.000245
-1.192728,-0.000252
-1.192331,-0.000244
-1.191935,-0.000229
-1.191538,-0.000229
-1.191142,-0.000249
-1.190745,-0.000273
-1.190349,-0.000279
-1.189952,-0.000264
-1.189556,-0.000248
-1.189160,-0.000249
-1.188763,-0.000266
-1.188367,-0.000278
-1.187970,-0.000275
-1.187574,-0.000264
-1.187177,-0.000261
-1.186781,-0.000266
-1.186384,-0.000266
-1.185988,-0.000254
-1.185591,-0.000235
-1.185195,-0.000224
-1.184798,-0.000228
-1.184402,-0.000237
-1.184006,-0.000238
-1.183609,-0.000232
-1.183213,-0.000234
-1.182816,-0.000254
-1.182420,-0.000275
-1.182023,-0.000272
-1.181627,-0.000248
-1.181230,-0.000232
-1.180834,-0.000239
-1.180437,-0.000253
-1.180041,-0.000256
-1.179645,-0.000257
-1.179248,-0.000269
-1.178852,-0.000285
-1.178455,-0.000284
-1.178059,-0.000268
