4.02179	-0.258298	
4.02197	-0.264661	
4.02216	-0.249814	
4.02234	-0.261926	
4.02253	-0.278412	
4.02271	-0.25355	
4.02289	-0.249817	
4.02308	-0.265876	
4.02326	-0.275161	
4.02345	-0.287444	
4.02363	-0.244932	
4.02381	-0.23401	
4.024	-0.275801	
4.02418	-0.281314	
4.02436	-0.263876	
4.02455	-0.270181	
4.02473	-0.273215	
4.02492	-0.261316	
4.0251	-0.282599	
4.02528	-0.288462	
4.02547	-0.267327	
4.02565	-0.271653	
4.02584	-0.27978	
4.02602	-0.248227	
4.0262	-0.252639	
4.02639	-0.289563	
4.02657	-0.275322	
4.02675	-0.277104	
4.02694	-0.279714	
4.02712	-0.267748	
4.02731	-0.26995	
4.02749	-0.267517	
4.02767	-0.2782	
4.02786	-0.283181	
4.02804	-0.277432	
4.02823	-0.28623	
4.02841	-0.277083	
4.02859	-0.261565	
4.02878	-0.265035	
4.02896	-0.234551	
4.02914	-0.2474	
4.02933	-0.276828	
4.02951	-0.25597	
4.0297	-0.278317	
4.02988	-0.286059	
4.03006	-0.278226	
4.03025	-0.28631	
4.03043	-0.282327	
4.03062	-0.258493	
4.0308	-0.250227	
4.03098	-0.270457	
4.03117	-0.254632	
4.03135	-0.266374	
4.03153	-0.273383	
4.03172	-0.253415	
4.0319	-0.261511	
4.03209	-0.278689	
4.03227	-0.272037	
4.03245	-0.24002	
4.03264	-0.271017	
4.03282	-0.28893	
4.03301	-0.272454	
4.03319	-0.266985	
4.03337	-0.267561	
4.03356	-0.28167	
4.03374	-0.258774	
4.03392	-0.262712	
4.03411	-0.244116	
4.03429	-0.223547	
4.03448	-0.259684	
4.03466	-0.251414	
4.03484	-0.244593	
4.03503	-0.248956	
4.03521	-0.260099	
4.03539	-0.247078	
4.03558	-0.215467	
4.03576	-0.246296	
4.03595	-0.253077	
4.03613	-0.236008	
4.03631	-0.235828	
4.0365	-0.227943	
4.03668	-0.242316	
4.03687	-0.253016	
4.03705	-0.237944	
4.03723	-0.239307	
4.03742	-0.261331	
4.0376	-0.251525	
4.03778	-0.238494	
4.03797	-0.246148	
4.03815	-0.241724	
4.03834	-0.261302	
4.03852	-0.261999	
4.0387	-0.253073	
4.03889	-0.254353	
4.03907	-0.241077	
4.03926	-0.267098	
4.03944	-0.258483	
4.03962	-0.241454	
4.03981	-0.235379	
4.03999	-0.216264	
4.04017	-0.231955	
4.04036	-0.231467	
4.04054	-0.250563	
4.04073	-0.256388	
4.04091	-0.259171	
4.04109	-0.271994	
4.04128	-0.25256	
4.04146	-0.258092	
4.04165	-0.256737	
4.04183	-0.254412	
4.04201	-0.253881	
4.0422	-0.278228	
4.04238	-0.271078	
4.04256	-0.257711	
4.04275	-0.295332	
4.04293	-0.256617	
4.04312	-0.260766	
4.0433	-0.283065	
4.04348	-0.265907	
4.04367	-0.290087	
4.04385	-0.290144	
4.04404	-0.274428	
4.04422	-0.255269	
4.0444	-0.268059	
4.04459	-0.283032	
4.04477	-0.256991	
4.04495	-0.242627	
4.04514	-0.252435	
4.04532	-0.254843	
4.04551	-0.264432	
4.04569	-0.266877	
4.04587	-0.247232	
4.04606	-0.28357	
4.04624	-0.265267	
4.04643	-0.240493	
4.04661	-0.272755	
4.04679	-0.235197	
4.04698	-0.249528	
4.04716	-0.268497	
4.04734	-0.242236	
4.04753	-0.269403	
4.04771	-0.270852	
4.0479	-0.277704	
4.04808	-0.297462	
4.04826	-0.265106	
4.04845	-0.263261	
4.04863	-0.257452	
4.04882	-0.246708	
4.049	-0.269858	
4.04918	-0.265209	
4.04937	-0.288129	
4.04955	-0.277551	
4.04973	-0.265658	
4.04992	-0.289147	
4.0501	-0.258637	
4.05029	-0.260298	
4.05047	-0.276142	
4.05065	-0.274938	
4.05084	-0.271976	
4.05102	-0.282462	
4.0512	-0.259757	
4.05139	-0.257009	
4.05157	-0.293715	
4.05176	-0.261561	
4.05194	-0.27773	
4.05212	-0.25568	
4.05231	-0.258615	
4.05249	-0.296953	
4.05268	-0.246401	
4.05286	-0.278316	
4.05304	-0.28198	
4.05323	-0.271576	
4.05341	-0.279726	
4.05359	-0.276083	
4.05378	-0.288548	
4.05396	-0.255421	
4.05415	-0.258677	
4.05433	-0.273905	
4.05451	-0.285488	
4.0547	-0.275962	
4.05488	-0.279169	
4.05507	-0.277378	
4.05525	-0.253854	
4.05543	-0.292865	
4.05562	-0.303622	
4.0558	-0.310854	
4.05598	-0.289102	
4.05617	-0.272928	
4.05635	-0.279404	
4.05654	-0.260065	
4.05672	-0.282462	
4.0569	-0.27808	
4.05709	-0.302552	
4.05727	-0.306993	
4.05746	-0.276915	
4.05764	-0.300328	
4.05782	-0.287555	
4.05801	-0.270238	
4.05819	-0.286503	
4.05837	-0.291032	
4.05856	-0.2833	
4.05874	-0.295023	
4.05893	-0.276758	
4.05911	-0.285184	
4.05929	-0.292846	
4.05948	-0.254254	
4.05966	-0.283983	
4.05985	-0.285311	
4.06003	-0.289601	
4.06021	-0.288247	
4.0604	-0.27248	
4.06058	-0.299795	
4.06076	-0.291343	
4.06095	-0.302433	
4.06113	-0.298793	
4.06132	-0.299246	
4.0615	-0.279261	
4.06168	-0.271743	
4.06187	-0.303234	
4.06205	-0.278143	
4.06224	-0.311478	
4.06242	-0.304489	
4.0626	-0.27952	
4.06279	-0.28543	
4.06297	-0.263483	
4.06315	-0.271227	
4.06334	-0.252073	
4.06352	-0.27339	
4.06371	-0.28987	
4.06389	-0.264618	
4.06407	-0.266101	
4.06426	-0.288422	
4.06444	-0.289131	
4.06462	-0.284566	
4.06481	-0.298102	
4.06499	-0.255848	
4.06518	-0.28333	
4.06536	-0.288433	
4.06554	-0.264856	
4.06573	-0.310667	
4.06591	-0.282647	
4.0661	-0.283657	
4.06628	-0.300584	
4.06646	-0.302433	
4.06665	-0.282407	
4.06683	-0.267353	
4.06701	-0.29397	
4.0672	-0.271435	
4.06738	-0.29781	
4.06757	-0.302462	
4.06775	-0.265973	
4.06793	-0.281438	
4.06812	-0.291137	
4.0683	-0.281302	
4.06849	-0.273119	
4.06867	-0.272231	
4.06885	-0.269625	
4.06904	-0.282553	
4.06922	-0.280493	
4.0694	-0.280619	
4.06959	-0.25737	
4.06977	-0.261876	
4.06996	-0.302568	
4.07014	-0.266298	
4.07032	-0.25702	
4.07051	-0.266635	
4.07069	-0.273927	
4.07088	-0.255709	
4.07106	-0.25094	
4.07124	-0.293788	
4.07143	-0.267589	
4.07161	-0.273966	
4.07179	-0.264156	
4.07198	-0.246565	
4.07216	-0.277663	
4.07235	-0.271107	
4.07253	-0.292481	
4.07271	-0.293245	
4.0729	-0.287576	
4.07308	-0.289853	
4.07327	-0.266503	
4.07345	-0.271492	
4.07363	-0.266269	
4.07382	-0.263461	
4.074	-0.263213	
4.07418	-0.261479	
4.07437	-0.272054	
4.07455	-0.253752	
4.07474	-0.249256	
4.07492	-0.268159	
4.0751	-0.274546	
4.07529	-0.263395	
4.07547	-0.258093	
4.07566	-0.2761	
4.07584	-0.265688	
4.07602	-0.260566	
4.07621	-0.256196	
4.07639	-0.245879	
4.07657	-0.275873	
4.07676	-0.275124	
4.07694	-0.273797	
4.07713	-0.281824	
4.07731	-0.280121	
4.07749	-0.291585	
4.07768	-0.276071	
4.07786	-0.273573	
4.07805	-0.269985	
4.07823	-0.257061	
4.07841	-0.27773	
4.0786	-0.277887	
4.07878	-0.267299	
4.07896	-0.277295	
4.07915	-0.266297	
4.07933	-0.265841	
4.07952	-0.2792	
4.0797	-0.271729	
4.07988	-0.272571	
4.08007	-0.286186	
4.08025	-0.295007	
4.08043	-0.26386	
4.08062	-0.265687	
4.0808	-0.275748	
4.08099	-0.242358	
4.08117	-0.267361	
4.08135	-0.276737	
4.08154	-0.26957	
4.08172	-0.271446	
4.08191	-0.277485	
4.08209	-0.281807	
4.08227	-0.246495	
4.08246	-0.267673	
4.08264	-0.277772	
4.08282	-0.266563	
4.08301	-0.265027	
4.08319	-0.241755	
4.08338	-0.245718	
4.08356	-0.251845	
4.08374	-0.26384	
4.08393	-0.253729	
4.08411	-0.250741	
4.0843	-0.251712	
4.08448	-0.241531	
4.08466	-0.265289	
4.08485	-0.258283	
4.08503	-0.267274	
4.08521	-0.260874	
4.0854	-0.225803	
4.08558	-0.243578	
4.08577	-0.231187	
4.08595	-0.243886	
4.08613	-0.274522	
4.08632	-0.232647	
4.0865	-0.244548	
4.08669	-0.25728	
4.08687	-0.219867	
4.08705	-0.223396	
4.08724	-0.208985	
4.08742	-0.211304	
4.0876	-0.216411	
4.08779	-0.208189	
4.08797	-0.233335	
4.08816	-0.212064	
4.08834	-0.209802	
4.08852	-0.227847	
4.08871	-0.220964	
4.08889	-0.210664	
4.08908	-0.192653	
4.08926	-0.215392	
4.08944	-0.215042	
4.08963	-0.196876	
4.08981	-0.194754	
4.08999	-0.196118	
4.09018	-0.205498	
4.09036	-0.197989	
4.09055	-0.204288	
4.09073	-0.175052	
4.09091	-0.166564	
4.0911	-0.201835	
4.09128	-0.187494	
4.09147	-0.18227	
4.09165	-0.177954	
4.09183	-0.172356	
4.09202	-0.17111	
4.0922	-0.165051	
4.09238	-0.172368	
4.09257	-0.162856	
4.09275	-0.136273	
4.09294	-0.129196	
4.09312	-0.162241	
4.0933	-0.163876	
4.09349	-0.130525	
4.09367	-0.0996974	
4.09385	-0.107884	
4.09404	-0.129927	
4.09422	-0.114697	
4.09441	-0.111099	
4.09459	-0.0713969	
4.09477	-0.0626979	
4.09496	-0.0613743	
4.09514	-0.0240411	
4.09533	-0.0185351	
4.09551	0.0280544	
4.09569	0.0479405	
4.09588	0.0667405	
4.09606	0.0960016	
4.09624	0.12183	
4.09643	0.161216	
4.09661	0.176347	
4.0968	0.215791	
4.09698	0.230511	
4.09716	0.280782	
4.09735	0.323156	
4.09753	0.347954	
4.09772	0.409316	
4.0979	0.433492	
4.09808	0.475663	
4.09827	0.514573	
4.09845	0.591449	
4.09863	0.653567	
4.09882	0.710122	
4.099	0.802238	
4.09919	0.851503	
4.09937	0.952597	
4.09955	1.03724	
4.09974	1.12012	
4.09992	1.24392	
4.10011	1.36372	
4.10029	1.49588	
4.10047	1.63083	
4.10066	1.77498	
4.10084	1.93427	
4.10102	2.13674	
4.10121	2.30834	
4.10139	2.52125	
4.10158	2.76933	
4.10176	3.0135	
4.10194	3.32619	
4.10213	3.63467	
4.10231	4.03519	
