ppm	val
2.2905	0.791865	
2.29074	0.819515	
2.29099	0.850079	
2.29123	0.88222	
2.29148	0.910647	
2.29172	0.929607	
2.29196	0.936633	
2.29221	0.934193	
2.29245	0.920838	
2.2927	0.895912	
2.29294	0.86165	
2.29319	0.817921	
2.29343	0.76765	
2.29368	0.712119	
2.29392	0.654649	
2.29417	0.598757	
2.29441	0.550195	
2.29466	0.506893	
2.2949	0.471552	
2.29514	0.443574	
2.29539	0.417733	
2.29563	0.393469	
2.29588	0.373907	
2.29612	0.354344	
2.29637	0.33133	
2.29661	0.311472	
2.29686	0.291005	
2.2971	0.267383	
2.29735	0.247738	
2.29759	0.231249	
2.29784	0.21361	
2.29808	0.197548	
2.29832	0.18553	
2.29857	0.173512	
2.29881	0.163425	
2.29906	0.153338	
2.2993	0.142956	
2.29955	0.135729	
2.29979	0.130047	
2.30004	0.122787	
2.30028	0.116415	
2.30053	0.113198	
2.30077	0.108979	
2.30102	0.10476	
2.30126	0.103566	
2.30151	0.102371	
2.30175	0.101669	
2.30199	0.104123	
2.30224	0.107465	
2.30248	0.109229	
2.30273	0.113508	
2.30297	0.120942	
2.30322	0.128278	
2.30346	0.140873	
2.30371	0.157479	
2.30395	0.174085	
2.3042	0.192762	
2.30444	0.218803	
2.30469	0.245402	
2.30493	0.273579	
2.30517	0.30797	
2.30542	0.34236	
2.30566	0.37606	
2.30591	0.406604	
2.30615	0.428009	
2.3064	0.442051	
2.30664	0.448249	
2.30689	0.440771	
2.30713	0.423925	
2.30738	0.401819	
2.30762	0.374157	
2.30787	0.344918	
2.30811	0.313936	
2.30835	0.282954	
2.3086	0.254701	
2.30884	0.231707	
2.30909	0.213119	
2.30933	0.197686	
2.30958	0.181793	
2.30982	0.169056	
2.31007	0.159474	
2.31031	0.148315	
2.31056	0.138134	
2.3108	0.130582	
2.31105	0.121453	
2.31129	0.112323	
2.31154	0.105437	
2.31178	0.0985514	
2.31202	0.0912711	
2.31227	0.0839908	
2.31251	0.0791841	
2.31276	0.0743775	
2.313	0.0682559	
2.31325	0.0621343	
2.31349	0.0587248	
2.31374	0.0553153	
2.31398	0.0519057	
2.31423	0.0484962	
2.31447	0.0453208	
2.31472	0.0421455	
2.31496	0.0393647	
2.3152	0.0365838	
2.31545	0.0353644	
2.31569	0.0341451	
2.31594	0.0325312	
2.31618	0.0309174	
2.31643	0.0292378	
2.31667	0.0275581	
2.31692	0.0277194	
2.31716	0.0278807	
2.31741	0.0268504	
2.31765	0.02582	
2.3179	0.0255786	
2.31814	0.0253372	
2.31838	0.0251363	
2.31863	0.0249355	
2.31887	0.0234197	
2.31912	0.021904	
2.31936	0.0206841	
2.31961	0.0194642	
2.31985	0.0206112	
2.3201	0.0217581	
2.32034	0.0197739	
2.32059	0.0177897	
2.32083	0.0197503	
2.32108	0.020133	
2.32132	0.0170311	
2.32156	0.0165591	
2.32181	0.0167116	
2.32205	0.0152863	
2.3223	0.0145471	
2.32254	0.013808	
2.32279	0.0142852	
2.32303	0.0147623	
2.32328	0.0143684	
2.32352	0.0139744	
2.32377	0.0151584	
2.32401	0.0137125	
2.32426	0.0132528	
2.3245	0.014371	
2.32475	0.0134839	
2.32499	0.0125968	
2.32523	0.013452	
2.32548	0.0116774	
2.32572	0.0106917	
2.32597	0.0123359	
2.32621	0.0119147	
2.32646	0.0114935	
2.3267	0.0112367	
2.32695	0.0109799	
2.32719	0.0110847	
2.32744	0.0111895	
2.32768	0.0112942	
2.32793	0.011399	
2.32817	0.0116517	
2.32841	0.0119045	
2.32866	0.0108422	
2.3289	0.00978003	
2.32915	0.0110025	
2.32939	0.012225	
2.32964	0.0105546	
2.32988	0.00888425	
2.33013	0.00986222	
2.33037	0.0108402	
2.33062	0.0121469	
2.33086	0.0108238	
2.33111	0.0103224	
2.33135	0.012451	
2.33159	0.0114566	
2.33184	0.0104621	
2.33208	0.0119291	
2.33233	0.0107662	
2.33257	0.00897876	
2.33282	0.00876919	
2.33306	0.00862537	
2.33331	0.0100595	
2.33355	0.010343	
2.3338	0.00799668	
2.33404	0.00947134	
2.33429	0.010946	
2.33453	0.00936347	
2.33477	0.00778095	
2.33502	0.00783385	
2.33526	0.00788676	
2.33551	0.0089916	
2.33575	0.00851853	
2.336	0.00648812	
2.33624	0.00708753	
2.33649	0.00739109	
2.33673	0.00611675	
2.33698	0.00715174	
2.33722	0.00818672	
2.33747	0.00780817	
2.33771	0.00742962	
2.33796	0.00653948	
2.3382	0.00564934	
2.33844	0.00607412	
2.33869	0.0064989	
2.33893	0.00593749	
2.33918	0.00537608	
2.33942	0.00665556	
2.33967	0.00793504	
2.33991	0.00780509	
2.34016	0.00767514	
2.3404	0.00675624	
2.34065	0.00583733	
2.34089	0.00623335	
2.34114	0.00662937	
2.34138	0.00623643	
2.34162	0.0058435	
2.34187	0.00639412	
2.34211	0.00694474	
2.34236	0.00618044	
2.3426	0.00541615	
2.34285	0.00616401	
2.34309	0.00691187	
2.34334	0.00634481	
2.34358	0.00577775	
2.34383	0.00639412	
2.34407	0.00701049	
2.34432	0.00578597	
2.34456	0.00456145	
2.3448	0.00597499	
2.34505	0.00738853	
2.34529	0.00748714	
2.34554	0.00758576	
2.34578	0.00736798	
2.34603	0.0071502	
2.34627	0.00732689	
2.34652	0.00750358	
2.34676	0.00648863	
2.34701	0.00547368	
2.34725	0.00629961	
2.3475	0.00712554	
2.34774	0.00685023	
2.34799	0.00657492	
2.34823	0.00541204	
2.34847	0.00424916	
2.34872	0.00515727	
2.34896	0.00448749	
2.34921	0.00352184	
2.34945	0.005712	
2.3497	0.00757446	
2.34994	0.00628112	
2.35019	0.0061712	
2.35043	0.00606128	
2.35068	0.00526103	
2.35092	0.00446078	
2.35117	0.00497545	
2.35141	0.00549011	
2.35165	0.00573769	
2.3519	0.00598526	
2.35214	0.00544388	
2.35239	0.00490251	
2.35263	0.00600478	
2.35288	0.00710705	
2.35312	0.00636844	
2.35337	0.00562982	
2.35361	0.00475355	
2.35386	0.00387728	
2.3541	0.00323112	
2.35435	0.00416287	
2.35459	0.00634378	
2.35483	0.00536889	
2.35508	0.00307909	
2.35532	0.00394508	
2.35557	0.00557127	
2.35581	0.00561955	
2.35606	0.00491175	
2.3563	0.00420396	
2.35655	0.00504941	
2.35679	0.00589486	
2.35704	0.00417622	
2.35728	0.00245758	
2.35753	0.00424197	
2.35777	0.00287055	
2.35801	0.00169637	
2.35826	0.00367799	
2.3585	0.00484601	
2.35875	0.00285822	
2.35899	0.00284281	
2.35924	0.0028274	
2.35948	0.0035804	
2.35973	0.0043334	
2.35997	0.00429744	
2.36022	0.00426148	
2.36046	0.00429949	
2.36071	0.0043375	
2.36095	0.00437551	
2.3612	0.00441352	
2.36144	0.00439606	
2.36168	0.00437859	
2.36193	0.00475561	
2.36217	0.00513262	
2.36242	0.00555072	
2.36266	0.00596882	
2.36291	0.00507201	
2.36315	0.00417519	
2.3634	0.00438784	
2.36364	0.00460049	
2.36389	0.00349822	
2.36413	0.00239594	
2.36438	0.00245244	
2.36462	0.00250894	
2.36486	0.0033544	
2.36511	0.00419985	
2.36535	0.00423169	
2.3656	0.00426354	
2.36584	0.00468986	
2.36609	0.00511618	
2.36633	0.00477821	
2.36658	0.00444023	
2.36682	0.0038064	
2.36707	0.00475047	
2.36731	0.00553429	
2.36756	0.0031623	
2.3678	0.00325578	
2.36804	0.00650507	
2.36829	0.00682044	
2.36853	0.00713582	
2.36878	0.00633351	
2.36902	0.0055312	
2.36927	0.00583425	
2.36951	0.0061373	
2.36976	0.00604587	
2.37	0.00595444	
2.37025	0.00613422	
2.37049	0.00631399	
2.37074	0.00570481	
2.37098	0.00509564	
2.37123	0.00566989	
2.37147	0.00624414	
2.37171	0.0049775	
2.37196	0.00371086	
2.3722	0.00451522	
2.37245	0.00531958	
2.37269	0.00480903	
2.37294	0.00429847	
2.37318	0.00430463	
2.37343	0.00431079	
2.37367	0.00247607	
2.37392	0.00221925	
2.37416	0.00449365	
2.37441	0.00413821	
2.37465	0.00414437	
2.37489	0.00415054	
2.37514	0.00254182	
2.37538	0.002511	
2.37563	0.0050114	
2.37587	0.00488196	
2.37612	0.0027144	
2.37636	0.00212474	
2.37661	0.00275138	
2.37685	0.00337802	
2.3771	0.00499496	
2.37734	0.005034	
2.37759	0.00375812	
2.37783	0.00406014	
2.37807	0.00347459	
2.37832	0.00288904	
2.37856	0.00328968	
2.37881	0.00369032	
2.37905	0.00229527	
2.3793	0.00247813	
2.37954	0.00351568	
2.37979	0.00455323	
2.38003	0.00656054	
2.38028	0.00698994	
2.38052	0.00505249	
2.38077	0.00469294	
2.38101	0.00511002	
2.38125	0.00552709	
2.3815	0.00604279	
2.38174	0.00655848	
2.38199	0.00702487	
2.38223	0.00749125	
2.38248	0.00697145	
2.38272	0.00802955	
2.38297	0.00883288	
2.38321	0.00805831	
2.38346	0.0084343	
2.3837	0.00881028	
2.38395	0.00704952	
2.38419	0.0079186	
2.38444	0.00967525	
2.38468	0.00880206	
2.38492	0.00797408	
2.38517	0.00872399	
2.38541	0.00921092	
2.38566	0.00969785	
2.3859	0.00916572	
2.38615	0.00863359	
2.38639	0.00800284	
2.38664	0.00737209	
2.38688	0.00833568	
2.38713	0.00772136	
2.38737	0.00635097	
2.38762	0.00761042	
2.38786	0.0090671	
2.3881	0.00789395	
2.38835	0.00616195	
2.38859	0.00600786	
2.38884	0.0054973	
2.38908	0.00498674	
2.38933	0.00536376	
2.38957	0.00574077	
2.38982	0.00514803	
2.39006	0.00455529	
2.39031	0.00465288	
2.39055	0.00475047	
2.3908	0.00577672	
2.39104	0.00522507	
2.39128	0.00467342	
2.39153	0.00569968	
2.39177	0.00534527	
2.39202	0.00499085	
2.39226	0.00552401	
2.39251	0.00605717	
2.39275	0.00579727	
2.393	0.00553737	
2.39324	0.00527747	
2.39349	0.00501756	
2.39373	0.00556305	
2.39398	0.00610853	
2.39422	0.00576645	
2.39446	0.00542437	
2.39471	0.00787237	
2.39495	0.00874248	
2.3952	0.00813331	
2.39544	0.00752413	
2.39569	0.00755597	
2.39593	0.00758782	
2.39618	0.00692933	
2.39642	0.00627084	
2.39667	0.00611881	
2.39691	0.00754467	
2.39716	0.00897054	
2.3974	0.0088185	
2.39765	0.00809119	
2.39789	0.00736387	
2.39813	0.00900341	
2.39838	0.0106429	
2.39862	0.00815693	
2.39887	0.00724882	
2.39911	0.00880617	
2.39936	0.00878563	
2.3996	0.00804188	
2.39985	0.00887603	
2.40009	0.00951294	
2.40034	0.0101499	
2.40058	0.0093003	
2.40083	0.00845073	
2.40107	0.0105597	
2.40131	0.0100389	
2.40156	0.00818672	
2.4018	0.00896437	
2.40205	0.00878871	
2.40229	0.00861304	
2.40254	0.00843738	
2.40278	0.00668381	
2.40303	0.00493024	
2.40327	0.00475458	
2.40352	0.00429949	
2.40376	0.00384441	
2.40401	0.00480286	
2.40425	0.00576131	
2.40449	0.00619483	
2.40474	0.00662834	
2.40498	0.00522097	
2.40523	0.00381359	
2.40547	0.00398412	
2.40572	0.00415465	
2.40596	0.00511413	
2.40621	0.00607361	
2.40645	0.00528671	
2.4067	0.00449981	
2.40694	0.00450187	
2.40719	0.00450392	
2.40743	0.00483471	
2.40768	0.00516549	
2.40792	0.00549628	
2.40816	0.00582706	
2.40841	0.00627598	
2.40865	0.0067249	
2.4089	0.00717382	
2.40914	0.00762275	
2.40939	0.00851545	
2.40963	0.00940816	
2.40988	0.00951191	
2.41012	0.00961567	
2.41037	0.00940302	
2.41061	0.00919038	
2.41086	0.00897773	
2.4111	0.00876508	
2.41134	0.00771417	
2.41159	0.00666327	
2.41183	0.0070259	
2.41208	0.00738853	
2.41232	0.00684818	
2.41257	0.00788573	
2.41281	0.00872605	
2.41306	0.00693652	
2.4133	0.00716869	
2.41355	0.00740085	
2.41379	0.00746865	
2.41404	0.00753645	
2.41428	0.008122	
2.41452	0.00870756	
2.41477	0.00797819	
2.41501	0.00724882	
2.41526	0.00633865	
2.4155	0.00542848	
2.41575	0.00635919	
2.41599	0.00728991	
2.41624	0.00719334	
2.41648	0.00709678	
2.41673	0.00857812	
2.41697	0.00532575	
2.41722	0.00401288	
2.41746	0.00638179	
2.4177	0.00490456	
2.41795	0.00342733	
2.41819	0.00498674	
2.41844	0.00391632	
2.41868	0.00370059	
2.41893	0.00348486	
2.41917	0.00330201	
2.41942	0.00574899	
2.41966	0.00513878	
2.41991	0.00295068	
2.42015	0.00379099	
2.4204	0.0030534	
2.42064	0.00363073	
2.42089	0.00578597	
2.42113	0.00317462	
2.42137	0.00214118	
2.42162	0.00363895	
2.42186	0.00250689	
2.42211	0.00382386	
2.42235	0.00514084	
2.4226	0.00497853	
2.42284	0.00481622	
2.42309	0.00526206	
2.42333	0.0057079	
2.42358	0.00615374	
2.42382	0.00659957	
2.42407	0.00621537	
2.42431	0.00583117	
2.42455	0.0057757	
2.4248	0.00729813	
2.42504	0.00793299	
2.42529	0.00698994	
2.42553	0.00815077	
2.42578	0.00773369	
2.42602	0.00576748	
2.42627	0.00748304	
2.42651	0.00840964	
2.42676	0.00565448	
2.427	0.00574282	
2.42725	0.00740907	
2.42749	0.00779328	
2.42773	0.00817748	
2.42798	0.00883596	
2.42822	0.00686461	
2.42847	0.00479464	
2.42871	0.00535451	
2.42896	0.00688413	
2.4292	0.00683585	
2.42945	0.00652458	
2.42969	0.00621332	
2.42994	0.00575001	
2.43018	0.00528671	
2.43043	0.00482341	
2.43067	0.0043601	
2.43091	0.00388036	
2.43116	0.00340062	
2.4314	0.00259215	
2.43165	0.00441352	
2.43189	0.00487888	
2.43214	0.0027144	
2.43238	0.00314689	
2.43263	0.00357937	
2.43287	0.00184224	
2.43312	0.00273495	
2.43336	0.00362765	
2.43361	0.00189052	
2.43385	0.00188333	
2.4341	0.00187614	
2.43434	0.00170458	
2.43458	0.00153303	
2.43483	0.00242984	
2.43507	0.00332666	
2.43532	0.00290856	
2.43556	0.00249045	
2.43581	0.00219357	
2.43605	0.00189669	
2.4363	0.0015998	
2.43654	0.00130292	
2.43679	0.00143338	
2.43703	0.00156385	
2.43728	0.00169431	
2.43752	0.00182478	
2.43776	0.00252641	
2.43801	0.00322804	
2.43825	0.00241752	
2.4385	0.00160699	
2.43874	0.0035578	
2.43899	0.0023528	
2.43923	0.0011478	
2.43948	0.0030986	
2.43972	0.00260345	
2.43997	0.00210831	
2.44021	0.00457172	
2.44046	0.00387934	
2.4407	0.00315408	
2.44094	0.00558462	
2.44119	0.00453063	
2.44143	0.00347664	
2.44168	0.00493744	
2.44192	0.00324242	
2.44217	0.00332255	
2.44241	0.00340268	
2.44266	0.00399234	
2.4429	0.004582	
2.44315	0.00510591	
2.44339	0.00247402	
2.44364	0.00330509	
2.44388	0.00413616	
2.44413	0.00398104	
2.44437	0.00382592	
2.44461	0.00334207	
2.44486	0.00285822	
2.4451	0.00316332	
2.44535	0.00346842	
2.44559	0.00268872	
2.44584	0.00190901	
2.44608	0.00297019	
2.44633	0.00403137	
2.44657	0.00320236	
2.44682	0.00237334	
2.44706	0.00233328	
2.44731	0.00229322	
2.44755	0.00210625	
2.44779	0.00191929	
2.44804	0.00173232	
2.44828	0.00154536	
2.44853	0.00170356	
2.44877	0.00186176	
2.44902	0.00300615	
2.44926	0.000994734	
2.44951	0.0010461	
2.44975	0.00109746	
2.45	-0.000231839	
2.45024	0.00159467	
2.45049	0.00366772	
2.45073	0.00258496	
2.45097	0.00215967	
2.45122	0.00173438	
2.45146	0.00203434	
2.45171	0.00233431	
2.45195	0.00263427	
2.4522	0.00293424	
2.45244	0.00280686	
2.45269	0.00267947	
2.45293	0.00255209	
2.45318	0.00242471	
2.45342	0.0019727	
2.45367	0.0015207	
2.45391	0.000805714	
2.45415	0.00324653	
2.4544	0.0054408	
2.45464	0.0023754	
2.45489	-0.000690006	
2.45513	0.00150426	
2.45538	0.00284384	
2.45562	0.00102761	
2.45587	0.00131525	
2.45611	0.00160288	
2.45636	0.00189052	
2.4566	0.00217816	
2.45685	0.0024658	
2.45709	0.00275344	
2.45734	0.00250278	
2.45758	0.00225212	
2.45782	0.00200147	
2.45807	0.00175081	
2.45831	0.00158234	
2.45856	0.00141386	
2.4588	0.00124539	
2.45905	0.00107692	
2.45929	0.000867094	
2.45954	0.000657272	
2.45978	0.00176237	
2.46003	0.00286747	
2.46027	0.00186869	
2.46052	0.000869919	
2.46076	0.00171203	
2.461	0.00255415	
2.46125	0.00248814	
2.46149	0.00242214	
2.46174	0.00235614	
2.46198	0.00229013	
2.46223	0.00158311	
2.46247	0.000876083	
2.46272	0.00200994	
2.46296	0.0031438	
2.46321	0.00224057	
2.46345	0.00133733	
2.4637	0.00174901	
2.46394	0.0021607	
2.46418	0.00188205	
2.46443	0.0016034	
2.46467	0.0021137	
2.46492	0.002624	
2.46516	0.00202073	
2.46541	0.00141746	
2.46565	0.0014059	
2.4659	0.00139435	
2.46614	0.00345379	
2.46639	0.00235742	
2.46663	0.000472105	
2.46688	0.00174259	
2.46712	0.00168198	
2.46736	0.00162137	
2.46761	0.00254695	
2.46785	0.00347253	
2.4681	0.00257366	
2.46834	0.00167479	
2.46859	0.00209084	
2.46883	0.00250689	
2.46908	0.0023189	
2.46932	0.00213091	
2.46957	0.0029291	
2.46981	0.0021494	
2.47006	0.0020929	
2.4703	0.0036143	
2.47055	0.00267023	
2.47079	0.000148255	
2.47103	0.000696823	
2.47128	0.00124539	
2.47152	0.00274727	
2.47177	0.00267126	
2.47201	0.000573549	
2.47226	0.00110568	
2.4725	0.00232814	
2.47275	0.00092077	
2.47299	0.00160905	
2.47324	0.00229733	
2.47348	0.0014077	
2.47373	0.000518076	
2.47397	0.00151865	
2.47421	0.000941315	
2.47446	0.000363984	
2.4747	0.00136455	
2.47495	0.00204872	
2.47519	0.00273289	
2.47544	0.00220076	
2.47568	0.00166863	
2.47593	0.00146523	
2.47617	0.00126183	
2.47642	0.00115704	
2.47666	0.00105226	
2.47691	-9.21288e-05	
2.47715	0.000341384	
2.47739	0.00156385	
2.47764	0.00120841	
2.47788	0.00103377	
2.47813	0.000859133	
2.47837	0.00137483	
2.47862	0.00189052	
2.47886	0.00128648	
2.47911	0.000682441	
2.47935	0.00155768	
2.4796	0.00243293	
2.47984	-0.000143493	
2.48009	-9.00743e-05	
2.48033	0.00180423	
2.48058	0.0010687	
2.48082	0.000579712	
2.48106	9.07271e-05	
2.48131	0.000292074	
2.48155	0.00207132	
2.4818	0.00248634	
2.48204	0.00132346	
2.48229	0.00193572	
2.48253	0.00254798	
2.48278	0.00251716	
2.48302	0.00248634	
2.48327	0.00229116	
2.48351	0.00209598	
2.48376	0.00308422	
2.484	0.00144263	
2.48424	-0.000198966	
2.48449	0.000789278	
2.48473	0.00117348	
2.48498	0.00155768	
2.48522	0.00296095	
2.48547	0.00173438	
2.48571	0.000705041	
2.48596	0.00230554	
2.4862	0.00314997	
2.48645	0.00241649	
2.48669	0.00153097	
2.48694	0.000645459	
2.48718	0.00156796	
2.48742	0.000912551	
2.48767	-0.000351003	
2.48791	0.00206721	
2.48816	0.00178985	
2.4884	-6.54196e-05	
2.48865	0.00195832	
2.48889	0.00240416	
2.48914	0.000844751	
2.48938	0.00191518	
2.48963	0.000914606	
2.48987	-8.5965e-05	
2.49012	0.00197065	
2.49036	0.00139743	
2.4906	0.00111647	
2.49085	0.00241341	
2.49109	0.000817528	
2.49134	0.000799551	
2.49158	0.00245809	
2.49183	0.0014868	
2.49207	0.00219203	
2.49232	0.00289726	
2.49256	0.00140821	
2.49281	0.00149707	
2.49305	0.000698363	
2.4933	-0.000100347	
2.49354	0.000136441	
2.49379	0.000373229	
2.49403	0.000610017	
2.49427	0.000846806	
2.49452	0.000510371	
2.49476	0.000173937	
2.49501	0.000988056	
2.49525	0.00180218	
2.4955	0.00324088	
2.49574	0.00204975	
2.49599	6.96681e-05	
2.49623	0.000719422	
2.49648	0.000489825	
2.49672	0.000260228	
2.49697	0.00118119	
2.49721	0.00052424	
2.49745	-8.33969e-05	
2.4977	0.000886869	
2.49794	0.00175852	
2.49819	0.00105226	
2.49843	0.00115936	
2.49868	0.00126645	
2.49892	0.00127492	
2.49917	0.0012834	
2.49941	0.00134118	
2.49966	0.00139897	
2.4999	-0.000515625	
2.50015	0.000725586	
2.50039	0.0019216	
2.50063	-3.81966e-05	
2.50088	-0.00120904	
2.50112	0.000775923	
2.50137	0.00346765	
2.50161	0.00300358	
2.50186	0.00135608	
2.5021	0.00128648	
2.50235	0.000688861	
2.50259	0.00166914	
2.50284	0.00241931	
2.50308	1.36811e-05	
2.50333	0.000993963	
2.50357	0.00355215	
2.50382	0.0021327	
2.50406	0.00386906	
2.5043	0.00440967	
2.50455	-0.000309399	
2.50479	0.000329826	
2.50504	0.00254695	
2.50528	0.000128993	
2.50553	0.000866837	
2.50577	0.00229501	
2.50602	0.000567385	
2.50626	0.00161932	
2.50651	-0.00048455	
2.50675	-0.00147074	
2.507	0.000698877	
2.50724	0.000781059	
2.50748	0.000863242	
2.50773	0.00212885	
2.50797	0.000238656	
2.50822	0.000575603	
2.50846	0.000912551	
2.50871	0.00105226	
2.50895	0.00119197	
2.5092	0.0012495	
2.50944	0.00130703	
2.50969	4.96358e-05	
2.50993	-0.00120776	
2.51018	-0.000225675	
2.51042	0.000756405	
2.51066	0.000949534	
2.51091	0.00114266	
2.51115	-0.000340731	
2.5114	-0.00182412	
2.51164	-0.000217457	
2.51189	0.00138921	
2.51213	0.000193455	
2.51238	0.00215351	
2.51262	0.0010235	
2.51287	-0.000106511	
2.51311	0.000735859	
2.51336	0.00157823	
2.5136	0.00173027	
2.51384	0.0018823	
2.51409	0.00107332	
2.51433	0.00184224	
2.51458	0.00290702	
2.51482	0.000815987	
2.51507	-0.00101206	
2.51531	0.000315702	
2.51556	0.000986002	
2.5158	0.0016563	
2.51605	0.000999357	
2.51629	0.000342411	
2.51654	0.000474416	
2.51678	0.000606422	
2.51703	0.00106716	
2.51727	0.00152789	
2.51751	0.000673709	
2.51776	-0.000180475	
2.518	0.000658299	
2.51825	0.00149707	
2.51849	0.0015469	
2.51874	0.00159672	
2.51898	0.00159723	
2.51923	0.00159775	
2.51947	0.00159826	
2.51972	0.00159877	
2.51996	0.00140616	
2.52021	0.00121354	
2.52045	0.00279607	
2.52069	0.00280069	
2.52094	0.00150683	
2.52118	0.00179088	
2.52143	0.00174619	
2.52167	-0.0014543	
2.52192	-0.00130894	
2.52216	0.00199222	
2.52241	0.00282792	
2.52265	0.000507803	
2.5229	0.00029156	
2.52314	0.00165322	
2.52339	0.000615154	
2.52363	-0.000422913	
2.52387	0.000679872	
2.52412	0.00178266	
2.52436	0.00104456	
2.52461	0.000306456	
2.52485	0.000751782	
2.5251	0.00119711	
2.52534	0.000327515	
2.52559	-0.000542077	
2.52583	0.000125141	
2.52608	0.000792359	
2.52632	0.000670627	
2.52657	0.000548894	
2.52681	0.00138048	
2.52705	0.00221206	
2.5273	0.00225469	
2.52754	0.00229733	
2.52779	0.00120584	
2.52803	0.000114355	
2.52828	0.00138972	
2.52852	0.00266509	
2.52877	0.000784655	
2.52901	-0.00109578	
2.52926	0.000442571	
2.5295	0.00198092	
2.52975	0.000955184	
2.52999	-7.05558e-05	
2.53024	0.00225675	
2.53048	0.00300615	
2.53072	0.00112571	
2.53097	0.000823178	
2.53121	0.00226291	
2.53146	0.00212474	
2.5317	0.00211396	
2.53195	0.00210317	
2.53219	0.000152878	
2.53244	-0.000219512	
2.53268	0.00175852	
2.53293	0.00110671	
2.53317	0.000553517	
2.53342	0.00263016	
2.53366	0.00160853	
2.5339	0.000586904	
2.53415	0.00150478	
2.53439	0.000844751	
2.53464	0.000513453	
2.53488	0.00176006	
2.53513	0.0011329	
2.53537	0.000505748	
2.53562	0.0014154	
2.53586	0.000747159	
2.53611	0.0010651	
2.53635	0.00138305	
2.5366	0.000550435	
2.53684	0.00129573	
2.53708	0.000989084	
2.53733	0.000682441	
2.53757	0.00182208	
2.53782	0.000331881	
2.53806	0.000156601	
2.53831	0.00261116	
2.53855	0.0016798	
2.5388	0.000748443	
2.53904	0.00165797	
2.53929	0.000989597	
2.53953	0.00122523	
2.53978	0.00146086	
2.54002	1.99731e-05	
2.54027	0.00120892	
2.54051	0.00190478	
2.54075	0.00102273	
2.541	0.0021788	
2.54124	0.00175698	
2.54149	0.00181797	
2.54173	0.00345687	
2.54198	0.00111814	
2.54222	-0.0012206	
2.54247	0.000944268	
2.54271	0.00153123	
2.54296	0.00139499	
2.5432	0.00125874	
2.54345	-0.000652638	
2.54369	0.00111775	
2.54393	0.00364422	
2.54418	0.00143698	
2.54442	0.000610402	
2.54467	0.00241366	
2.54491	0.00244179	
2.54516	0.00246991	
2.5454	0.00165733	
2.54565	0.000844751	
2.54589	0.00233328	
2.54614	0.00224391	
2.54638	0.00136558	
2.54663	0.00206516	
2.54687	0.00177855	
2.54711	0.00149194	
2.54736	0.00166555	
2.5476	0.00183916	
2.54785	0.00132244	
2.54809	0.000805714	
2.54834	5.88815e-05	
2.54858	0.000889951	
2.54883	0.0024771	
2.54907	0.00143441	
2.54932	-0.000138356	
2.54956	0.000918715	
2.54981	0.00102247	
2.55005	0.00112623	
2.55029	0.00152584	
2.55054	0.000347547	
2.55078	0.000385556	
2.55103	0.00200147	
2.55127	0.00228603	
2.55152	0.000992679	
2.55176	0.000685522	
2.55201	0.000378366	
2.55225	8.76454e-05	
2.5525	-0.000203075	
2.55274	0.000459521	
2.55299	0.00112212	
2.55323	-0.00126515	
2.55348	-0.00102259	
2.55372	0.00168545	
2.55396	0.00176365	
2.55421	0.000231079	
2.55445	0.000276408	
2.5547	0.000124499	
2.55494	0.00155049	
2.55519	0.00188346	
2.55543	0.000638525	
2.55568	0.00116873	
2.55592	0.00169893	
2.55617	0.00111146	
2.55641	0.000523983	
2.55666	0.000725458	
2.5569	0.000926933	
2.55714	0.00117258	
2.55739	0.00141823	
2.55763	0.00103929	
2.55788	0.000660354	
2.55812	-0.000228115	
2.55837	0.00151325	
2.55861	0.00246567	
2.55886	0.00078825	
2.5591	0.000951716	
2.55935	0.00111518	
2.55959	0.00111428	
2.55984	0.00111338	
2.56008	0.00099743	
2.56032	0.000881476	
2.56057	0.000502538	
2.56081	0.0017015	
2.56106	0.00323883	
2.5613	0.00214631	
2.56155	0.00036347	
2.56179	0.00121046	
2.56204	0.000643917	
2.56228	7.73724e-05	
2.56253	0.00151608	
2.56277	0.00137688	
2.56302	-0.000118324	
2.56326	0.00101631	
2.5635	0.00277552	
2.56375	0.00295684	
2.56399	0.00157669	
2.56424	0.000196537	
2.56448	0.00108462	
2.56473	0.0019727	
2.56497	0.00129008	
2.56522	0.000607449	
2.56546	-7.51787e-05	
2.56571	-0.000757806	
2.56595	0.00054838	
2.5662	0.00185457	
2.56644	0.0023718	
2.56669	0.00288904	
2.56693	0.00164346	
2.56717	0.000397884	
2.56742	0.00151916	
2.56766	0.00264044	
2.56791	0.00239749	
2.56815	0.00215453	
2.5684	0.000267933	
2.56864	0.00101117	
2.56889	0.00311247	
2.56913	0.00258394	
2.56938	0.000444625	
2.56962	-0.000116783	
2.56987	0.000751782	
2.57011	0.00162035	
2.57035	0.00127261	
2.5706	0.000924879	
2.57084	0.00111544	
2.57109	0.001306	
2.57133	0.000707609	
2.57158	0.000109218	
2.57182	0.000283342	
2.57207	0.000457466	
2.57231	0.000401479	
2.57256	0.000345493	
2.5728	0.00283202	
2.57305	0.00163678	
2.57329	-0.00110349	
2.57353	0.000889951	
2.57378	0.00120687	
2.57402	-0.00110605	
2.57427	0.000197051	
2.57451	0.00150016	
2.57476	0.0014226	
2.575	0.00134504	
2.57525	0.00126748	
2.57549	0.00118992	
2.57574	0.000947992	
2.57598	0.000706068	
2.57623	0.000464144	
