-2.01061	-0.000645954	
-2.01036	-0.000645954	
-2.01012	1.14818e-05	
-2.00987	0.000668918	
-2.00963	-0.000664445	
-2.00938	-0.00199781	
-2.00914	-0.00149035	
-2.00889	-0.00098289	
-2.00865	-0.000874002	
-2.0084	-0.000765115	
-2.00816	-0.000656227	
-2.00791	-0.000547339	
-2.00767	-0.000327509	
-2.00743	-0.000107678	
-2.00718	-0.00120272	
-2.00694	-0.00229776	
-2.00669	-0.00109846	
-2.00645	0.000100852	
-2.0062	-1.47126e-05	
-2.00596	-0.000130278	
-2.00571	0.000440356	
-2.00547	0.00101099	
-2.00522	0.000266752	
-2.00498	-0.000477486	
-2.00473	-0.000128994	
-2.00449	0.000219499	
-2.00425	-0.00219324	
-2.004	-0.00145029	
-2.00376	0.00133483	
-2.00351	0.000964251	
-2.00327	0.000199211	
-2.00302	-0.000565829	
-2.00278	-6.81295e-05	
-2.00253	0.00042957	
-2.00229	0.000138347	
-2.00204	-0.000152877	
-2.0018	-0.000542716	
-2.00155	-0.000932555	
-2.00131	-0.000533471	
-2.00106	-0.000134387	
-2.00082	-0.000422786	
-2.00058	-0.000711184	
-2.00033	-0.00021066	
-2.00009	0.000289865	
-1.99984	0.00030964	
-1.9996	0.000329414	
-1.99935	0.000349189	
-1.99911	0.000368963	
-1.99886	-0.000652632	
-1.99862	-0.00167423	
-1.99837	-0.000854999	
-1.99813	-3.57712e-05	
-1.99788	0.000343795	
-1.99764	0.000723362	
-1.9974	0.000314006	
-1.99715	-9.53516e-05	
-1.99691	-0.000160581	
-1.99666	-0.000225811	
-1.99642	-0.00107996	
-1.99617	-0.00193412	
-1.99593	-0.00165009	
-1.99568	-0.00136605	
-1.99544	-0.000293096	
-1.99519	0.000779861	
-1.99495	0.00081376	
-1.9947	0.000847659	
-1.99446	0.000881558	
-1.99422	0.000915457	
-1.99397	0.000402862	
-1.99373	-0.000109733	
-1.99348	0.000166596	
-1.99324	0.000442924	
-1.99299	-0.000328022	
-1.99275	-0.00109897	
-1.9925	-0.00108099	
-1.99226	-0.00106302	
-1.99201	-0.000777955	
-1.99177	-0.000492895	
-1.99152	-0.000207835	
-1.99128	7.72257e-05	
-1.99104	-0.000201671	
-1.99079	-0.000480568	
-1.99055	-0.000759465	
-1.9903	-0.00103836	
-1.99006	-0.000836508	
-1.98981	-0.000634655	
-1.98957	-0.000432801	
-1.98932	-0.000230948	
-1.98908	-0.000764601	
-1.98883	-0.00129825	
-1.98859	-0.000517035	
-1.98834	0.000264184	
-1.9881	0.000104448	
-1.98785	-5.52889e-05	
-1.98761	-0.000215025	
-1.98737	-0.000374762	
-1.98712	-0.000165974	
-1.98688	4.28129e-05	
-1.98663	0.000251601	
-1.98639	0.000460388	
-1.98614	0.000221297	
-1.9859	-1.77943e-05	
-1.98565	-0.000256886	
-1.98541	-0.000495977	
-1.98516	-0.000136955	
-1.98492	0.000222067	
-1.98467	-0.000207835	
-1.98443	-0.000637736	
-1.98419	0.000115747	
-1.98394	0.000869231	
-1.9837	0.000307842	
-1.98345	-0.000253547	
